questions,keys,datadic
,living_11,PreInt_Demos_Home
,living_12,PreInt_Demos_Home
,living_13,PreInt_Demos_Home
,living_14,PreInt_Demos_Home
,living_15,PreInt_Demos_Home
,living_16,PreInt_Demos_Home
,living_17,PreInt_Demos_Home
,living_18,PreInt_Demos_Home
Person 1- age,fam_01_age,PreInt_Demos_Home
Person 1- relation to child,fam_01_relation,PreInt_Demos_Home
Person 1- quality of relationship,fam_01_quality,PreInt_Demos_Home
Person 2- age,fam_02_age,PreInt_Demos_Home
Person 2- relation to child,fam_02_relation,PreInt_Demos_Home
Person 2- quality of relationship,fam_02_quality,PreInt_Demos_Home
Person 3- age,fam_03_age,PreInt_Demos_Home
Person 3- relation to child,fam_03_relation,PreInt_Demos_Home
Person 3- quality of relationship,fam_03_quality,PreInt_Demos_Home
Person 4- age,fam_04_age,PreInt_Demos_Home
Person 4- relation to child,fam_04_relation,PreInt_Demos_Home
Person 4- quality of relationship,fam_04_quality,PreInt_Demos_Home
Person 5- age,fam_05_age,PreInt_Demos_Home
Person 5- relation to child,fam_05_relation,PreInt_Demos_Home
Person 5- quality of relationship,fam_05_quality,PreInt_Demos_Home
Person 6- age,fam_06_age,PreInt_Demos_Home
Person 6- relation to child,fam_06_relation,PreInt_Demos_Home
Person 6- quality of relationship,fam_06_quality,PreInt_Demos_Home
Person 7- age,fam_07_age,PreInt_Demos_Home
Person 7- relation to child,fam_07_relation,PreInt_Demos_Home
Person 7- quality of relationship,fam_07_quality,PreInt_Demos_Home
Person 8- age,fam_08_age,PreInt_Demos_Home
Person 8- relation to child,fam_08_relation,PreInt_Demos_Home
Person 8- quality of relationship,fam_08_quality,PreInt_Demos_Home
Caretaker/family member 1- age,nonfam_01_age,PreInt_Demos_Home
Caretaker/family member 1- relation to child,nonfam_01_relation,PreInt_Demos_Home
Caretaker/family member 1- quality of relationship,nonfam_01_quality,PreInt_Demos_Home
Caretaker/family member 2- age,nonfam_02_age,PreInt_Demos_Home
Caretaker/family member 2- relation to child,nonfam_02_relation,PreInt_Demos_Home
Caretaker/family member 2- quality of relationship,nonfam_02_quality,PreInt_Demos_Home
Caretaker/family member 3- age,nonfam_03_age,PreInt_Demos_Home
Caretaker/family member 3- relation to child,nonfam_03_relation,PreInt_Demos_Home
Caretaker/family member 3- quality of relationship,nonfam_03_quality,PreInt_Demos_Home
Caretaker/family member 4- age,nonfam_04_age,PreInt_Demos_Home
Caretaker/family member 4- relation to child,nonfam_04_relation,PreInt_Demos_Home
Caretaker/family member 4- quality of relationship,nonfam_04_quality,PreInt_Demos_Home
Caretaker/family member 5- age,nonfam_05_age,PreInt_Demos_Home
Caretaker/family member 5- relation to child,nonfam_05_relation,PreInt_Demos_Home
Caretaker/family member 5- quality of relationship,nonfam_05_quality,PreInt_Demos_Home
Caretaker/family member 6- age,nonfam_06_age,PreInt_Demos_Home
Caretaker/family member 6- relation to child,nonfam_06_relation,PreInt_Demos_Home
Caretaker/family member 6- quality of relationship,nonfam_06_quality,PreInt_Demos_Home
Duration of pregnancy (weeks),preg_dur,PreInt_DevH
Spotting or vaginal bleeding,preg_symp_01,PreInt_DevH
Emotional problems,preg_symp_02,PreInt_DevH
Threatened miscarriage,preg_symp_03,PreInt_DevH
Diabetes,preg_symp_04,PreInt_DevH
High blood pressure,preg_symp_05,PreInt_DevH
Kidney disease,preg_symp_06,PreInt_DevH
Took any prescription,preg_symp_07,PreInt_DevH
Drug use,preg_symp_08,PreInt_DevH
Alcohol use,preg_symp_09,PreInt_DevH
Tobacco use,preg_symp_10,PreInt_DevH
Swollen ankles,preg_symp_11,PreInt_DevH
Family stress,preg_symp_12,PreInt_DevH
Rh or other incompatibilities,preg_symp_13,PreInt_DevH
Flu or other virus,preg_symp_14,PreInt_DevH
Accident or injury,preg_symp_15,PreInt_DevH
Other illnesses,preg_symp_16,PreInt_DevH
Mother's age at birth of child,m_birthage,PreInt_DevH
Delivery:,delivery,PreInt_DevH
Birth weight of child (lbs),birthweight_lbs,PreInt_DevH
Birth weight of child (oz),birthweight_ozs,PreInt_DevH
Duration of labor (hours),labor_dur,PreInt_DevH
Duration of baby's stay in hospital after birth (days),hospital_dur,PreInt_DevH
Premature birth,premature,PreInt_DevH
Compications at birth,complications,PreInt_DevH
"APGAR Scores (if known), 1 minute",apgar1,PreInt_DevH
"APGAR Scores (if known), 5 minute",apgar5,PreInt_DevH
Newborn period:,newborn_problems,PreInt_DevH
Easy to soothe when upset,temp_01,PreInt_DevH
Difficult to soothe when upset,temp_02,PreInt_DevH
Colic,temp_03,PreInt_DevH
Eating difficulties,temp_04,PreInt_DevH
Sleeping difficulties,temp_05,PreInt_DevH
Baby did not enjoy body contact,temp_06,PreInt_DevH
Overly sensitive to sound,temp_07,PreInt_DevH
"""Baby was """"limp"""" or stiff""",temp_08,PreInt_DevH
Easily adaptable,temp_09,PreInt_DevH
Slow to warm up,temp_10,PreInt_DevH
Problems with social relatedness,temp_11,PreInt_DevH
All developmental milestones within normal limits,dev_normal,PreInt_DevH
Held head up - Age (months),skill_age_01,PreInt_DevH
"Held head up - If age unknown, age range",skill_range_01,PreInt_DevH
Held head up - Not yet,skill_no_01,PreInt_DevH
Sat without help - Age (months),skill_age_02,PreInt_DevH
"Sat without help - If age unknown, age range",skill_range_02,PreInt_DevH
Sat without help - Not yet,skill_no_02,PreInt_DevH
Crawled - Age (months),skill_age_03,PreInt_DevH
"Crawled - If age unknown, age range",skill_range_03,PreInt_DevH
Crawled - Not yet,skill_no_03,PreInt_DevH
Stood - Age (months),skill_age_04,PreInt_DevH
"Stood - If age unknown, age range",skill_range_04,PreInt_DevH
Stood - Not yet,skill_no_04,PreInt_DevH
Cruised - Age (months),skill_age_05,PreInt_DevH
"Cruised - If age unknown, age range",skill_range_05,PreInt_DevH
Cruised - Not yet,skill_no_05,PreInt_DevH
Walked - Age (months),skill_age_06,PreInt_DevH
"Walked - If age unknown, age range",skill_range_06,PreInt_DevH
Walked - Not yet,skill_no_06,PreInt_DevH
Ran - Age (months),skill_age_07,PreInt_DevH
"Ran - If age unknown, age range",skill_range_07,PreInt_DevH
Ran - Not yet,skill_no_07,PreInt_DevH
Rode a tricycle - Age (months),skill_age_08,PreInt_DevH
"Rode a tricycle - If age unknown, age range",skill_range_08,PreInt_DevH
Rode a tricycle - Not yet,skill_no_08,PreInt_DevH
Tied shoes - Age (months),skill_age_09,PreInt_DevH
"Tied shoes - If age unknown, age range",skill_range_09,PreInt_DevH
Tied shoes - Not yet,skill_no_09,PreInt_DevH
Fed self - Age (months),skill_age_10,PreInt_DevH
"Fed self - If age unknown, age range",skill_range_10,PreInt_DevH
Fed self - Not yet,skill_no_10,PreInt_DevH
Dressed self - Age (months),skill_age_11,PreInt_DevH
"Dressed self - If age unknown, age range",skill_range_11,PreInt_DevH
Dressed self - Not yet,skill_no_11,PreInt_DevH
Dry during the day - Age (months),skill_age_12,PreInt_DevH
"Dry during the day - If age unknown, age range",skill_range_12,PreInt_DevH
Dry during the day - Not yet,skill_no_12,PreInt_DevH
Dry during the night - Age (months),skill_age_13,PreInt_DevH
"Dry during the night - If age unknown, age range",skill_range_13,PreInt_DevH
Dry during the night - Not yet,skill_no_13,PreInt_DevH
Bowel control - Age (months),skill_age_14,PreInt_DevH
"Bowel control - If age unknown, age range",skill_range_14,PreInt_DevH
Bowel control - Not yet,skill_no_14,PreInt_DevH
Spoke first word - Age (months),skill_age_15,PreInt_DevH
"Spoke first word - If age unknown, age range",skill_range_15,PreInt_DevH
Spoke first word - Not yet,skill_no_15,PreInt_DevH
Named objects - Age (months),skill_age_16,PreInt_DevH
"Named objects - If age unknown, age range",skill_range_16,PreInt_DevH
Named objects - Not yet,skill_no_16,PreInt_DevH
Put 2 or 3 words together - Age (months),skill_age_17,PreInt_DevH
"Put 2 or 3 words together - If age unknown, age range",skill_range_17,PreInt_DevH
Put 2 or 3 words together - Not yet,skill_no_17,PreInt_DevH
Has your child shown adult sexual body development (puberty)?,puberty,PreInt_DevH
"If yes, starting at age:",puberty_age,PreInt_DevH
For females: has she begun menstruating?,menstruation,PreInt_DevH
"If yes, starting at age:",menstruation_age,PreInt_DevH
Have there been any concerns about your child's growth?,growth_concerns,PreInt_DevH
Has your child lost any skills or abilities?,lost_skills,PreInt_DevH
How many different schools has your child attended?,number_schools,PreInt_EduH
How many years has your child been in school?,yrs_school,PreInt_EduH
Does your child have an Individualized Education Plan (IEP)?,IEP,PreInt_EduH
Has your child ever had any neuropsychological testing?,NeuroPsych,PreInt_EduH
Does your child have EI services?,EI,PreInt_EduH
Does your child have CPSE services?,CPSE,PreInt_EduH
Did your child experience any difficulty starting school?,school_difficulty,PreInt_EduH
Were any learning disabilities identified?,learning_disability,PreInt_EduH
Were any grades repeated?,repeated_grades,PreInt_EduH
Has your child had tutoring outside of school?,tutor,PreInt_EduH
English,strength_english,PreInt_EduH
Social studies/history,strength_history,PreInt_EduH
Science,strength_science,PreInt_EduH
Math,strength_math,PreInt_EduH
Foreign Language,strength_foreignlanguage,PreInt_EduH
Other,strength_other,PreInt_EduH
English,weakness_english,PreInt_EduH
Social studies/history,weakness_history,PreInt_EduH
Science,weakness_science,PreInt_EduH
Math,weakness_math,PreInt_EduH
Foreign Language,weakness_foreignlanguage,PreInt_EduH
Other,weakness_other,PreInt_EduH
Detentions (past year),detention,PreInt_EduH
Suspensions (past year),suspension,PreInt_EduH
Expulsions (past year),expulsion,PreInt_EduH
Current grades,grades,PreInt_EduH
Recent typical academic performance:,recent_grades,PreInt_EduH
Absent because of being ill,absent_ill,PreInt_EduH
Absent because of skipping,absent_skipping,PreInt_EduH
Late,absent_late,PreInt_EduH
Other,absent_other,PreInt_EduH
"Does your child belong to any groups, sports teams, or organizations?",afterschoolteams,PreInt_EduH
Music,music,PreInt_EduH
Dance,dance,PreInt_EduH
Art,art,PreInt_EduH
Sports,school_sports,PreInt_EduH
Cooking,cooking,PreInt_EduH
Yoga,yoga,PreInt_EduH
Martial Arts,martial_arts,PreInt_EduH
Other,afterschool_other,PreInt_EduH
How many close friends does your child have?,number_friends,PreInt_EduH
Does your child have a best friend?,bestfriend,PreInt_EduH
How does your child get along with other children at school?,getalongkids_school,PreInt_EduH
How does your child get along with children in the neighborhood?,getalongkids_neighborhood,PreInt_EduH
Has your child ever been bullied by others?,bullied,PreInt_EduH
Watching TV/movies,tvmovies,PreInt_EduH
Playing video/computer games,videocomputergames,PreInt_EduH
Using computer/internet,computerinternet,PreInt_EduH
Listening to music,listenmusic,PreInt_EduH
Books/reading,reading,PreInt_EduH
Drawing/painting/crafts,crafts,PreInt_EduH
Playing an instrument,instrument,PreInt_EduH
Imaginative play,imaginativeplay,PreInt_EduH
Playing sports,sports,PreInt_EduH
Activity clubs/organizations,clubsorganizations,PreInt_EduH
Homework,homework,PreInt_EduH
Shopping,shopping,PreInt_EduH
Dancing,dancing,PreInt_EduH
At home with friends,friendsathome,PreInt_EduH
Visiting/out with friends,friendsout,PreInt_EduH
Was your child raised in a particular religious faith?,family_religious,PreInt_EduH
Is he/she religious now?,current_religious,PreInt_EduH
What is your child's religion?,religion,PreInt_EduH
Learning problems,[family member]_learn,PreInt_FamH
Behavior problems,[family member]_behav,PreInt_FamH
Attention problems,[family member]_attention,PreInt_FamH
Anxiety or nervousness,[family member]_anxiety,PreInt_FamH
Panic Attacks,[family member]_panic,PreInt_FamH
Attention-Deficit Hyperactivity Disorder,[family member]_adhd,PreInt_FamH
Depression,[family member]_dep,PreInt_FamH
Bipolar Disorder (Manic-Depression),[family member]_bipolar,PreInt_FamH
Obsessive-Compulsive Disorder,[family member]_ocd,PreInt_FamH
Autism Spectrum Disorder,[family member]_autism,PreInt_FamH
Schizophrenia,[family member]_schiz,PreInt_FamH
Mental Retardation,[family member]_mr,PreInt_FamH
Selective Mutism (inability to speak in some situations),[family member]_sm,PreInt_FamH
Legal Problems,[family member]_legal,PreInt_FamH
School Phobia/Refusal,[family member]_schphob,PreInt_FamH
Other behavioral/psychological issues,[family member]_psych_other,PreInt_FamH
Alcohol Use,[family member]_alc_use,PreInt_FamH
Alcohol Abuse,[family member]_alc_abuse,PreInt_FamH
Drug Abuse,[family member]_drug_abuse,PreInt_FamH
"Tobacco (cigarettes, chewing tobacco)",[family member]_tob,PreInt_FamH
"Cannabis (marijuana, pot, hash, THC)",[family member]_can,PreInt_FamH
"Stimulants (speed, amphetamines, diet pills)",[family member]_stim,PreInt_FamH
Sedatives/hypnotics/anxiolytics,[family member]_sed,PreInt_FamH
Cocaine,[family member]_cocaine,PreInt_FamH
"Opioids (heroin, morphine, codeine, oxycotin)",[family member]_opioid,PreInt_FamH
PSP (angel dust),[family member]_pcp,PreInt_FamH
"Hallucinogens (LSD, mescaline, peyote)",[family member]_hlg,PreInt_FamH
"Solvents/inhalants (glue, gasoline, paint)",[family member]_sol,PreInt_FamH
Other substance use,[family member]_sub_other,PreInt_FamH
Heart attack,[family member]_heartattack,PreInt_FamH
Coronary artery disease,[family member]_coronary,PreInt_FamH
Heart valve disease,[family member]_heartvalve,PreInt_FamH
High cholesterol,[family member]_highchol,PreInt_FamH
High blood pressure,[family member]_highbp,PreInt_FamH
Low blood pressure,[family member]_lowbp,PreInt_FamH
Stroke,[family member]_stroke,PreInt_FamH
Irregular heartbeat,[family member]_irreghb,PreInt_FamH
Mitral valve prolapse,[family member]_mitralvalve,PreInt_FamH
Other heart problems,[family member]_heart_other,PreInt_FamH
Stomach/intestinal ulcers,[family member]_ulcer,PreInt_FamH
Obesity,[family member]_obesity,PreInt_FamH
Inflammatory bowel syndrome,[family member]_ibs,PreInt_FamH
Irritable bowel syndrome,[family member]_ibd,PreInt_FamH
Gastric reflux,[family member]_reflux,PreInt_FamH
Encopresis (Soiling),[family member]_enco,PreInt_FamH
Constipation,[family member]_constip,PreInt_FamH
Diarrhea,[family member]_diarrhea,PreInt_FamH
Other gastrointestinal problems,[family member]_gastro_other,PreInt_FamH
Glasses,[family member]_glasses,PreInt_FamH
Blindness,[family member]_blind,PreInt_FamH
Hearing impaired,[family member]_deaf,PreInt_FamH
Stuttering,[family member]_stutter,PreInt_FamH
"Other problems with eyes, ears, throat",[family member]_ent_other,PreInt_FamH
Hay fever,[family member]_hayfever,PreInt_FamH
Hives,[family member]_hives,PreInt_FamH
Eczema,[family member]_eczema,PreInt_FamH
